year  doy  maxRHL1  meanazm  sat   delT   minE    maxE  UTC  ObsType  p/k   DynCor  MaskPart
              m       deg           min   deg     deg   hr                        
2021  343    13.79   137.64   G1    37   19.87    5.16   7.29    1   7.958 -0.531   1
2021  343    14.31   137.64   G1    37   19.87    5.16   7.29    3   9.538 -0.531   1
2021  343    14.42   137.64   G1    37   19.87    5.16   7.29    4  13.222 -0.531   1
2021  343    14.31   137.64   G1    37   19.87    5.16   7.29   13   9.996 -0.531   1
2021  343    14.45   137.64   G1    37   19.87    5.16   7.29   14  12.226 -0.531   1
2021  343    18.95   247.67   G1    34   24.92   12.04   1.50    3  11.655  0.832   2
2021  343    18.89   247.67   G1    34   24.92   12.04   1.50    4  12.310  0.832   2
2021  343    18.93   247.67   G1    34   24.92   12.04   1.50   12  12.209  0.832   2
2021  343    19.03   247.67   G1    34   24.92   12.04   1.50   14   8.682  0.832   2
2021  343    16.29   218.24   G2    33   25.00   12.04  11.41    2  10.327 -0.817   2
2021  343    16.41   218.24   G2    33   25.00   12.04  11.41   12  11.949 -0.817   2
2021  343    17.66   209.86   G3    30   24.92   12.04   2.88    4   7.448  0.730   2
2021  343    15.08   174.47   G4    30   24.91   12.02   4.80    2   7.480  0.727   2
2021  343    15.22   174.47   G4    30   24.91   12.02   4.80    3   8.691  0.727   2
2021  343    15.29   174.47   G4    30   24.91   12.02   4.80    4   9.983  0.727   2
2021  343    15.20   174.47   G4    30   24.91   12.02   4.80   12   9.397  0.727   2
2021  343    15.20   174.47   G4    30   24.91   12.02   4.80   13   9.362  0.727   2
2021  343    15.28   174.47   G4    30   24.91   12.02   4.80   14  10.370  0.727   2
2021  343    16.36   297.81   G5    33   24.94   12.07   9.54   12   8.750  0.815   2
2021  343    15.38   186.76   G5    29   24.95   12.19  14.14    2  10.859 -0.739   2
2021  343    15.38   186.76   G5    29   24.95   12.19  14.14    3   9.952 -0.739   2
2021  343    15.36   186.76   G5    29   24.95   12.19  14.14   12  10.456 -0.739   2
2021  343    14.79   299.43   G6    34   24.96   12.07   5.74   12  10.236  0.827   2
2021  343    14.79   299.43   G6    34   24.96   12.07   5.74   13   8.555  0.827   2
2021  343    14.85   299.43   G6    34   24.96   12.07   5.74   14   8.680  0.827   2
2021  343    15.33   188.00   G6    28   24.83   12.16  10.35    3   7.381 -0.716   2
2021  343    14.37   162.67   G7    31   19.95    7.26   7.78    2  10.882  0.569   1
2021  343    14.37   162.67   G7    31   19.95    7.26   7.78    3  13.017  0.569   1
2021  343    14.38   162.67   G7    31   19.95    7.26   7.78   12  12.453  0.569   1
2021  343    14.38   162.67   G7    31   19.95    7.26   7.78   13  11.445  0.569   1
2021  343    16.51   159.22   G8    35   19.87    5.07   4.75    2  10.166 -0.495   1
2021  343    16.39   159.22   G8    35   19.87    5.07   4.75    3  10.123 -0.495   1
2021  343    16.40   159.22   G8    35   19.87    5.07   4.75   12  11.266 -0.495   1
2021  343    16.52   159.22   G8    35   19.87    5.07   4.75   13   8.646 -0.495   1
2021  343    14.56   271.72   G8    36   24.97   12.00  23.12    1   7.440  0.873   2
2021  343    17.13   271.72   G8    36   24.97   12.00  23.12    4   9.320  0.873   2
2021  343    16.97   271.72   G8    36   24.97   12.00  23.12   12  12.487  0.873   2
2021  343    16.97   271.72   G8    36   24.97   12.00  23.12   13   9.970  0.873   2
2021  343    16.98   271.72   G8    36   24.97   12.00  23.12   14   8.588  0.873   2
2021  343    14.32   195.29   G9    29   24.98   12.18   5.83    2   7.652  0.725   2
2021  343    14.32   195.29   G9    29   24.98   12.18   5.83    3   9.201  0.725   2
2021  343    14.34   195.29   G9    29   24.98   12.18   5.83    4  10.282  0.725   2
2021  343    14.30   195.29   G9    29   24.98   12.18   5.83   12   8.928  0.725   2
2021  343    14.34   195.29   G9    29   24.98   12.18   5.83   14  10.268  0.725   2
2021  343    16.64   147.05  G10    38   19.83    5.03  22.94    2   9.223  0.542   1
2021  343    16.64   147.05  G10    38   19.83    5.03  22.94    3  10.135  0.542   1
2021  343    16.73   147.05  G10    38   19.83    5.03  22.94    4  11.977  0.542   1
2021  343    16.77   147.05  G10    38   19.83    5.03  22.94   12   9.916  0.542   1
2021  343    16.77   147.05  G10    38   19.83    5.03  22.94   14  11.288  0.542   1
2021  343    17.84   262.05  G10    49   25.00   12.11  16.65    3   8.345 -1.296   2
2021  343    17.72   262.05  G10    49   25.00   12.11  16.65    4   7.458 -1.296   2
2021  343    17.56   262.05  G10    49   25.00   12.11  16.65   14   9.370 -1.296   2
2021  343    16.28   205.07  G11    30   24.81   12.20  11.40    3  10.791 -0.771   2
2021  343    16.38   205.07  G11    30   24.81   12.20  11.40    4  10.945 -0.771   2
2021  343    16.26   205.07  G11    30   24.81   12.20  11.40   12  10.423 -0.771   2
2021  343    15.08   202.60  G12    28   24.83   12.20  14.64    2   7.902  0.720   2
2021  343    15.08   202.60  G12    28   24.83   12.20  14.64    3   7.940  0.720   2
2021  343    17.28   144.22  G14    39   19.92    5.15  11.02    4  10.725  0.563   1
2021  343    18.41   317.67  G14    44   24.99   12.07   2.44   14   8.751  1.175   2
2021  343    16.93   256.95  G14    47   25.00   12.05   4.78    1   8.300 -1.227   2
2021  343    17.05   164.87  G15    16   19.79   12.84  16.62    3   7.917 -0.662   1
2021  343    14.80   174.13  G16    29   24.92   12.04   1.94    2   7.963 -0.728   2
2021  343    14.79   174.13  G16    29   24.92   12.04   1.94   12  10.291 -0.728   2
2021  343    17.04   310.92  G17    33   24.98   12.17   3.59   12  10.882  0.828   2
2021  343    14.28   210.74  G17    31   24.85   12.01   7.66    2   7.397 -0.768   2
2021  343    14.28   210.74  G17    31   24.85   12.01   7.66    3   8.935 -0.768   2
2021  343    14.12   210.74  G17    31   24.85   12.01   7.66   12  12.227 -0.768   2
2021  343    14.26   210.74  G17    31   24.85   12.01   7.66   13  11.750 -0.768   2
2021  343    14.67   163.34  G18    24   19.96    9.94  19.94    3   9.614  0.608   1
2021  343    14.75   163.34  G18    24   19.96    9.94  19.94    4   9.286  0.608   1
2021  343    14.67   163.34  G18    24   19.96    9.94  19.94   12   9.425  0.608   1
2021  343    14.67   163.34  G18    24   19.96    9.94  19.94   13   9.801  0.608   1
2021  343    14.78   163.34  G18    24   19.96    9.94  19.94   14   9.775  0.608   1
2021  343    14.14   220.67  G19    33   25.00   12.04   8.19   12  13.695 -0.816   2
2021  343    15.02   289.46  G20    34   24.86   12.17   8.31   12  10.363  0.865   2
2021  343    15.38   176.85  G20    28   24.82   12.21  13.16   12   8.533 -0.720   2
2021  343    14.97   202.84  G22    29   24.78   12.19   1.99   12   8.993  0.721   2
2021  343    15.55   132.76  G23    21   12.31    5.12  22.07    1   8.061  0.416   1
2021  343    15.82   132.76  G23    21   12.31    5.12  22.07    3   8.018  0.416   1
2021  343    18.53   238.44  G23    38   24.95   12.07  16.17    3   9.049 -0.944   2
2021  343    18.44   238.44  G23    38   24.95   12.07  16.17    4  10.653 -0.944   2
2021  343    18.51   238.44  G23    38   24.95   12.07  16.17   12   9.536 -0.944   2
2021  343    18.28   238.44  G23    38   24.95   12.07  16.17   14   9.642 -0.944   2
2021  343    13.44   135.47  G24    38   19.96    5.16  18.80    1   7.433 -0.544   1
2021  343    15.23   135.47  G24    38   19.96    5.16  18.80    4  11.618 -0.544   1
2021  343    15.33   135.47  G24    38   19.96    5.16  18.80   13  10.219 -0.544   1
2021  343    15.39   135.47  G24    38   19.96    5.16  18.80   14  13.401 -0.544   1
2021  343    18.76   244.92  G24    33   24.86   12.15  13.00    3  14.435  0.818   2
2021  343    18.98   244.92  G24    33   24.86   12.15  13.00    4  11.836  0.818   2
2021  343    18.74   244.92  G24    33   24.86   12.15  13.00   12  14.894  0.818   2
2021  343    19.12   244.92  G24    33   24.86   12.15  13.00   14   8.621  0.818   2
2021  343    17.38   224.41  G25    31   25.00   12.03  15.81    3   7.419  0.764   2
2021  343    15.86   162.29  G26    36   19.92    5.07   0.90    2   7.826 -0.501   1
2021  343    15.86   162.29  G26    36   19.92    5.07   0.90    3   8.988 -0.501   1
2021  343    17.30   162.29  G26    36   19.92    5.07   0.90    4  12.171 -0.501   1
2021  343    15.87   162.29  G26    36   19.92    5.07   0.90   12   8.571 -0.501   1
