year  doy  maxRHL1  meanazm  sat   delT   minE    maxE  UTC  ObsType  p/k   DynCor  MaskPart
              m       deg           min   deg     deg   hr                        
2021  347    18.06   137.65   G1    38   19.94    5.03   7.02    2  11.723 -0.530   1
2021  347    18.06   137.65   G1    38   19.94    5.03   7.02    3  15.237 -0.530   1
2021  347    18.10   137.65   G1    38   19.94    5.03   7.02    4  12.155 -0.530   1
2021  347    17.95   137.65   G1    38   19.94    5.03   7.02   12  12.800 -0.530   1
2021  347    18.07   137.65   G1    38   19.94    5.03   7.02   13  11.661 -0.530   1
2021  347    18.14   137.65   G1    38   19.94    5.03   7.02   14   9.219 -0.530   1
2021  347    16.45   247.70   G1    33   24.85   12.17   1.23    4   8.916  0.833   2
2021  347    16.47   247.70   G1    33   24.85   12.17   1.23   12   8.518  0.833   2
2021  347    15.36   218.19   G2    32   24.84   12.08  11.14   12  11.093 -0.814   2
2021  347    16.93   209.93   G3    30   25.00   12.11   2.61    2   7.356  0.733   2
2021  347    16.79   209.93   G3    30   25.00   12.11   2.61    3  10.828  0.733   2
2021  347    17.22   209.93   G3    30   25.00   12.11   2.61    4   8.057  0.733   2
2021  347    16.63   209.93   G3    30   25.00   12.11   2.61   12   9.971  0.733   2
2021  347    17.07   209.93   G3    30   25.00   12.11   2.61   14   9.044  0.733   2
2021  347    15.77   174.45   G4    29   24.84   12.18   4.53    2   7.987  0.729   2
2021  347    15.77   174.45   G4    29   24.84   12.18   4.53    3  10.673  0.729   2
2021  347    17.21   174.45   G4    29   24.84   12.18   4.53    4  10.530  0.729   2
2021  347    15.61   174.45   G4    29   24.84   12.18   4.53   12  10.926  0.729   2
2021  347    16.08   297.79   G5    33   24.98   12.10   9.27   12  10.032  0.817   2
2021  347    15.36   186.72   G5    29   24.94   12.18  13.86   12   9.324 -0.738   2
2021  347    18.63   299.41   G6    33   24.97   12.09   5.46   12   9.352  0.828   2
2021  347    16.05   187.96   G6    28   24.84   12.17  10.08    3   7.402 -0.717   2
2021  347    16.15   187.96   G6    28   24.84   12.17  10.08    4   8.326 -0.717   2
2021  347    17.03   162.70   G7    31   19.85    7.36   7.51    2   9.126  0.569   1
2021  347    17.03   162.70   G7    31   19.85    7.36   7.51    3  10.870  0.569   1
2021  347    17.04   162.70   G7    31   19.85    7.36   7.51   12  10.775  0.569   1
2021  347    17.04   162.70   G7    31   19.85    7.36   7.51   13   9.809  0.569   1
2021  347    16.63   159.23   G8    35   19.96    5.16   4.47    2   9.753 -0.499   1
2021  347    16.63   159.23   G8    35   19.96    5.16   4.47    3  11.151 -0.499   1
2021  347    17.48   159.23   G8    35   19.96    5.16   4.47    4  14.871 -0.499   1
2021  347    16.52   159.23   G8    35   19.96    5.16   4.47   12  11.427 -0.499   1
2021  347    16.52   159.23   G8    35   19.96    5.16   4.47   13  10.517 -0.499   1
2021  347    17.52   159.23   G8    35   19.96    5.16   4.47   14  13.393 -0.499   1
2021  347    15.50   271.74   G8    35   24.88   12.09  22.85    2   7.799  0.873   2
2021  347    15.50   271.74   G8    35   24.88   12.09  22.85    3  11.459  0.873   2
2021  347    15.43   271.74   G8    35   24.88   12.09  22.85    4  11.450  0.873   2
2021  347    15.34   271.74   G8    35   24.88   12.09  22.85   12  13.486  0.873   2
2021  347    15.34   271.74   G8    35   24.88   12.09  22.85   13  10.038  0.873   2
2021  347    15.42   271.74   G8    35   24.88   12.09  22.85   14  12.275  0.873   2
2021  347    15.46   195.28   G9    29   24.94   12.14   5.56    2   7.730  0.723   2
2021  347    16.88   195.28   G9    29   24.94   12.14   5.56    4   8.827  0.723   2
2021  347    15.30   195.28   G9    29   24.94   12.14   5.56   12   8.726  0.723   2
2021  347    15.55   146.98  G10    38   19.97    5.16  22.67    2  11.174  0.548   1
2021  347    15.55   146.98  G10    38   19.97    5.16  22.67    3  14.913  0.548   1
2021  347    15.60   146.98  G10    38   19.97    5.16  22.67    4  15.508  0.548   1
2021  347    15.56   146.98  G10    38   19.97    5.16  22.67   12  16.347  0.548   1
2021  347    15.56   146.98  G10    38   19.97    5.16  22.67   13  15.316  0.548   1
2021  347    15.63   146.98  G10    38   19.97    5.16  22.67   14  14.824  0.548   1
2021  347    15.46   205.17  G11    31   24.95   12.13  11.13    3  10.229 -0.773   2
2021  347    15.38   205.17  G11    31   24.95   12.13  11.13    4  11.244 -0.773   2
2021  347    15.44   205.17  G11    31   24.95   12.13  11.13   12  11.650 -0.773   2
2021  347    16.68   202.56  G12    28   24.83   12.20  14.36    2   8.217  0.720   2
2021  347    16.68   202.56  G12    28   24.83   12.20  14.36    3   9.726  0.720   2
2021  347    16.66   202.56  G12    28   24.83   12.20  14.36   12  10.832  0.720   2
2021  347    16.66   202.56  G12    28   24.83   12.20  14.36   13   9.246  0.720   2
2021  347    16.64   140.50  G13    36   19.82    5.02  15.68   12   9.888 -0.516   1
2021  347    15.30   250.28  G13    34   24.82   12.01   9.88   12  10.701  0.845   2
2021  347    14.79   144.19  G14    39   19.90    5.13  10.75    1  10.396  0.562   1
2021  347    15.11   144.19  G14    39   19.90    5.13  10.75    2   8.269  0.562   1
2021  347    15.11   144.19  G14    39   19.90    5.13  10.75    3  14.830  0.562   1
2021  347    15.14   144.19  G14    39   19.90    5.13  10.75    4  16.010  0.562   1
2021  347    15.24   144.19  G14    39   19.90    5.13  10.75   12  13.005  0.562   1
2021  347    15.12   144.19  G14    39   19.90    5.13  10.75   13  15.275  0.562   1
2021  347    15.30   144.19  G14    39   19.90    5.13  10.75   14  14.669  0.562   1
2021  347    17.18   256.83  G14    47   24.91   12.07   4.50    2   7.350 -1.220   2
2021  347    17.04   256.83  G14    47   24.91   12.07   4.50    3   9.898 -1.220   2
2021  347    17.18   256.83  G14    47   24.91   12.07   4.50    4  10.739 -1.220   2
2021  347    17.16   256.83  G14    47   24.91   12.07   4.50   12  12.755 -1.220   2
2021  347    17.32   256.83  G14    47   24.91   12.07   4.50   14   9.437 -1.220   2
2021  347    15.17   278.85  G15    34   24.93   12.13  11.19   12  12.383  0.846   2
2021  347    15.63   174.03  G16    29   24.81   12.15   1.66    2   7.597 -0.729   2
2021  347    15.62   174.03  G16    29   24.81   12.15   1.66   12  10.846 -0.729   2
2021  347    17.01   288.31  G16    34   24.97   12.15  20.67   12  11.759  0.834   2
2021  347    17.72   210.85  G17    31   24.96   12.13   7.38    3  11.115 -0.773   2
2021  347    17.70   210.85  G17    31   24.96   12.13   7.38   12  11.869 -0.773   2
2021  347    17.17   163.31  G18    24   19.95    9.92  19.67    2  10.253  0.607   1
2021  347    17.17   163.31  G18    24   19.95    9.92  19.67    3  11.049  0.607   1
2021  347    17.73   163.31  G18    24   19.95    9.92  19.67    4   8.982  0.607   1
2021  347    17.18   163.31  G18    24   19.95    9.92  19.67   12  10.456  0.607   1
2021  347    17.00   163.31  G18    24   19.95    9.92  19.67   13  10.436  0.607   1
2021  347    18.14   163.31  G18    24   19.95    9.92  19.67   14   9.238  0.607   1
2021  347    16.80   289.49  G20    35   24.96   12.09   8.04   12  10.901  0.865   2
2021  347    14.98   176.88  G20    29   24.92   12.09  12.89   12  10.278 -0.720   2
2021  347    16.57   202.84  G22    29   24.98   12.16   1.72   12  10.287  0.724   2
2021  347    15.92   132.76  G23    21   12.43    5.07  21.80    3   8.691  0.418   1
2021  347    16.54   238.43  G23    37   24.84   12.13  15.90    1   7.316 -0.942   2
2021  347    16.60   238.43  G23    37   24.84   12.13  15.90    3   9.238 -0.942   2
2021  347    16.72   238.43  G23    37   24.84   12.13  15.90    4   7.278 -0.942   2
2021  347    16.58   238.43  G23    37   24.84   12.13  15.90   12  12.967 -0.942   2
2021  347    18.34   135.53  G24    38   19.85    5.06  18.53    2   7.700 -0.540   1
2021  347    18.46   135.53  G24    38   19.85    5.06  18.53    3  14.693 -0.540   1
2021  347    18.38   135.53  G24    38   19.85    5.06  18.53    4  12.739 -0.540   1
2021  347    18.34   135.53  G24    38   19.85    5.06  18.53   13  13.081 -0.540   1
2021  347    18.42   135.53  G24    38   19.85    5.06  18.53   14  10.545 -0.540   1
2021  347    13.85   244.95  G24    33   24.95   12.05  12.72    1   7.439  0.818   2
2021  347    15.64   244.95  G24    33   24.95   12.05  12.72    3   9.551  0.818   2
2021  347    15.58   244.95  G24    33   24.95   12.05  12.72    4  12.623  0.818   2
2021  347    15.62   244.95  G24    33   24.95   12.05  12.72   12  10.958  0.818   2
2021  347    15.57   244.95  G24    33   24.95   12.05  12.72   14  10.829  0.818   2
2021  347    17.67   224.45  G25    30   24.82   12.06  15.54    3  10.876  0.761   2
2021  347    17.54   224.45  G25    30   24.82   12.06  15.54    4   9.151  0.761   2
2021  347    17.65   224.45  G25    30   24.82   12.06  15.54   12  11.202  0.761   2
2021  347    15.50   162.27  G26    35   19.95    5.10   0.62    2  11.271 -0.502   1
2021  347    15.38   162.27  G26    35   19.95    5.10   0.62    3  12.034 -0.502   1
2021  347    15.42   162.27  G26    35   19.95    5.10   0.62    4  14.977 -0.502   1
2021  347    15.39   162.27  G26    35   19.95    5.10   0.62   12  13.916 -0.502   1
2021  347    15.39   162.27  G26    35   19.95    5.10   0.62   13   9.920 -0.502   1
2021  347    15.46   162.27  G26    35   19.95    5.10   0.62   14  13.905 -0.502   1
2021  347    13.32   274.92  G26    35   24.88   12.01  19.07    1   7.918  0.864   2
2021  347    18.10   274.92  G26    35   24.88   12.01  19.07    3  11.794  0.864   2
2021  347    17.93   274.92  G26    35   24.88   12.01  19.07   12  13.761  0.864   2
2021  347    17.98   274.92  G26    35   24.88   12.01  19.07   14  10.834  0.864   2
2021  347    16.79   142.90  G27    36   19.90    5.13   3.37    2   7.809 -0.522   1
2021  347    16.79   142.90  G27    36   19.90    5.13   3.37    3  10.711 -0.522   1
2021  347    16.89   142.90  G27    36   19.90    5.13   3.37    4  13.683 -0.522   1
2021  347    16.80   142.90  G27    36   19.90    5.13   3.37   12  10.668 -0.522   1
2021  347    16.80   142.90  G27    36   19.90    5.13   3.37   13  10.010 -0.522   1
2021  347    16.93   142.90  G27    36   19.90    5.13   3.37   14  10.382 -0.522   1
2021  347    15.97   253.28  G27    34   24.99   12.12  21.53    2   7.565  0.848   2
2021  347    15.97   253.28  G27    34   24.99   12.12  21.53    3  13.836  0.848   2
2021  347    16.07   253.28  G27    34   24.99   12.12  21.53    4  13.794  0.848   2
2021  347    15.95   253.28  G27    34   24.99   12.12  21.53   12  13.187  0.848   2
2021  347    15.95   253.28  G27    34   24.99   12.12  21.53   13  10.261  0.848   2
2021  347    16.06   253.28  G27    34   24.99   12.12  21.53   14  14.294  0.848   2
2021  347    14.61   183.16  G29    28   24.97   12.18  17.16    2   8.978  0.712   2
2021  347    14.61   183.16  G29    28   24.97   12.18  17.16    3   8.901  0.712   2
2021  347    14.60   183.16  G29    28   24.97   12.18  17.16   12   9.733  0.712   2
2021  347    16.13   176.82  G30    30   24.92   12.08   8.57    2   8.235  0.744   2
2021  347    16.13   176.82  G30    30   24.92   12.08   8.57    3  10.307  0.744   2
2021  347    16.09   176.82  G30    30   24.92   12.08   8.57    4  11.068  0.744   2
2021  347    16.11   176.82  G30    30   24.92   12.08   8.57   12  11.447  0.744   2
2021  347    16.23   176.82  G30    30   24.92   12.08   8.57   14   9.115  0.744   2
2021  347    18.20   299.25  G31    32   24.87   12.18  17.68   12   9.365  0.804   2
2021  347    16.62   189.69  G31    30   24.92   12.02  22.25    2   7.619 -0.751   2
2021  347    16.62   189.69  G31    30   24.92   12.02  22.25    3   9.720 -0.751   2
2021  347    16.60   189.69  G31    30   24.92   12.02  22.25   12  10.115 -0.751   2
2021  347    16.46   189.69  G31    30   24.92   12.02  22.25   13   8.569 -0.751   2
2021  347    18.43   221.15  G32    34   24.93   12.09  19.47    2  10.236 -0.837   2
2021  347    18.29   221.15  G32    34   24.93   12.09  19.47    3  12.874 -0.837   2
2021  347    18.34   221.15  G32    34   24.93   12.09  19.47    4  12.263 -0.837   2
2021  347    18.27   221.15  G32    34   24.93   12.09  19.47   12  12.929 -0.837   2
2021  347    18.27   221.15  G32    34   24.93   12.09  19.47   13   9.681 -0.837   2
2021  347    18.33   221.15  G32    34   24.93   12.09  19.47   14   9.925 -0.837   2
2021  347    13.66   153.23  R35    31   19.95    5.04  14.14    3   8.177 -0.438   1
2021  347    13.66   153.23  R35    31   19.95    5.04  14.14    4   7.990 -0.438   1
2021  347    18.56   259.62  R39    34   24.86   12.10  18.83    3   8.155 -0.874   2
2021  347    18.56   259.62  R39    34   24.86   12.10  18.83    4   9.547 -0.874   2
2021  347    12.92   154.07  R41    30   19.76    5.09  22.12    4   7.514 -0.435   1
2021  347    14.13   139.71  R44    32   19.92    5.01   8.78    3   7.811  0.450   1
2021  347    16.44   258.31  R44    34   24.86   12.01   2.83    3   8.876 -0.864   2
2021  347    16.44   258.31  R44    34   24.86   12.01   2.83    4   9.171 -0.864   2
2021  347    14.22   226.50  R49    27   24.83   12.14   9.92    4   7.179 -0.668   2
2021  347    15.79   253.83  R50    32   24.83   12.02  10.80    3  10.054 -0.796   2
2021  347    15.65   253.83  R50    32   24.83   12.02  10.80    4  10.560 -0.796   2
2021  347    15.50   188.27  E59    34   24.88   12.15  12.59    2   8.140  0.855   2
2021  347    15.64   188.27  E59    34   24.88   12.15  12.59    3   9.900  0.855   2
2021  347    15.54   188.27  E59    34   24.88   12.15  12.59    4  11.174  0.855   2
2021  347    15.45   188.27  E59    34   24.88   12.15  12.59    5   8.656  0.855   2
2021  347    15.62   188.27  E59    34   24.88   12.15  12.59   12   9.556  0.855   2
2021  347    15.67   312.77  E60    40   24.87   12.04  22.81   12  10.193  1.009   1
2021  347    15.47   288.60  E62    45   24.86   12.11  11.90   12   9.969  1.109   2
2021  347    15.48   288.60  E62    45   24.86   12.11  11.90   13  10.277  1.109   2
2021  347    15.38   288.60  E62    45   24.86   12.11  11.90   14   9.950  1.109   2
2021  347    18.07   191.55  E62    35   24.84   12.03  17.77    2  12.648 -0.865   2
2021  347    17.86   191.55  E62    35   24.84   12.03  17.77    3  12.057 -0.865   2
2021  347    17.90   191.55  E62    35   24.84   12.03  17.77    4  11.545 -0.865   2
2021  347    18.13   191.55  E62    35   24.84   12.03  17.77    5   8.597 -0.865   2
2021  347    17.97   191.55  E62    35   24.84   12.03  17.77   12  11.567 -0.865   2
2021  347    18.06   191.55  E62    35   24.84   12.03  17.77   13  10.756 -0.865   2
2021  347    17.89   191.55  E62    35   24.84   12.03  17.77   14   8.632 -0.865   2
2021  347    18.47   262.44  E63    52   24.91   12.03  19.93    2  13.389 -1.368   2
2021  347    18.50   262.44  E63    52   24.91   12.03  19.93    3  12.973 -1.368   2
2021  347    18.58   262.44  E63    52   24.91   12.03  19.93    4  13.067 -1.368   2
2021  347    18.38   262.44  E63    52   24.91   12.03  19.93    5   9.038 -1.368   2
2021  347    18.47   262.44  E63    52   24.91   12.03  19.93   12  13.593 -1.368   2
2021  347    18.46   262.44  E63    52   24.91   12.03  19.93   13  12.756 -1.368   2
2021  347    18.42   262.44  E63    52   24.91   12.03  19.93   14  12.974 -1.368   2
2021  347    18.82   262.44  E63    52   24.91   12.03  19.93   15  10.500 -1.368   2
2021  347    18.16   185.91  E65    34   24.93   12.17   4.42    2  11.965  0.863   2
2021  347    18.23   185.91  E65    34   24.93   12.17   4.42    3  13.533  0.863   2
2021  347    18.14   185.91  E65    34   24.93   12.17   4.42    4  10.276  0.863   2
2021  347    18.08   185.91  E65    34   24.93   12.17   4.42    5   8.142  0.863   2
2021  347    18.20   185.91  E65    34   24.93   12.17   4.42   12  12.107  0.863   2
2021  347    18.15   185.91  E65    34   24.93   12.17   4.42   13  10.681  0.863   2
2021  347    17.98   185.91  E65    34   24.93   12.17   4.42   14   9.023  0.863   2
2021  347    18.08   185.91  E65    34   24.93   12.17   4.42   15   9.177  0.863   2
2021  347    15.66   157.70  E66    43   19.90    5.06   2.52    1   7.648  0.603   1
2021  347    18.63   224.84  E67    38   24.86   12.01  19.15    2  11.088 -0.955   2
2021  347    18.51   224.84  E67    38   24.86   12.01  19.15    3  14.082 -0.955   2
2021  347    18.59   224.84  E67    38   24.86   12.01  19.15    4  13.065 -0.955   2
2021  347    18.54   224.84  E67    38   24.86   12.01  19.15    5  11.164 -0.955   2
2021  347    18.48   224.84  E67    38   24.86   12.01  19.15   12  14.363 -0.955   2
2021  347    18.62   224.84  E67    38   24.86   12.01  19.15   13  10.452 -0.955   2
2021  347    18.43   224.84  E67    38   24.86   12.01  19.15   14  11.584 -0.955   2
2021  347    16.53   193.61  E69    34   24.81   12.08  20.88    2  10.824  0.849   2
2021  347    16.59   193.61  E69    34   24.81   12.08  20.88    3   7.567  0.849   2
2021  347    16.55   193.61  E69    34   24.81   12.08  20.88    4   9.628  0.849   2
2021  347    16.47   193.61  E69    34   24.81   12.08  20.88    5   9.280  0.849   2
2021  347    16.56   193.61  E69    34   24.81   12.08  20.88   12   8.798  0.849   2
2021  347    16.53   193.61  E69    34   24.81   12.08  20.88   13  12.043  0.849   2
2021  347    16.39   193.61  E69    34   24.81   12.08  20.88   14  10.362  0.849   2
2021  347    16.17   193.61  E69    34   24.81   12.08  20.88   15   8.779  0.849   2
2021  347    15.04   254.90  E70    45   24.88   12.12  11.90    1  11.085 -1.143   2
2021  347    15.03   254.90  E70    45   24.88   12.12  11.90    2  12.643 -1.143   2
2021  347    15.21   254.90  E70    45   24.88   12.12  11.90    3  12.971 -1.143   2
2021  347    15.09   254.90  E70    45   24.88   12.12  11.90    4  12.035 -1.143   2
2021  347    14.99   254.90  E70    45   24.88   12.12  11.90    5  12.190 -1.143   2
2021  347    15.05   254.90  E70    45   24.88   12.12  11.90   12  11.802 -1.143   2
2021  347    15.02   254.90  E70    45   24.88   12.12  11.90   13  11.862 -1.143   2
2021  347    15.08   254.90  E70    45   24.88   12.12  11.90   14  12.466 -1.143   2
2021  347    17.55   159.12  E71    42   19.92    5.05   7.93    2  13.392 -0.587   1
2021  347    17.53   159.12  E71    42   19.92    5.05   7.93    3  11.846 -0.587   1
2021  347    17.47   159.12  E71    42   19.92    5.05   7.93    4  13.735 -0.587   1
2021  347    17.82   159.12  E71    42   19.92    5.05   7.93    5  13.932 -0.587   1
2021  347    17.53   159.12  E71    42   19.92    5.05   7.93   12  11.886 -0.587   1
2021  347    17.59   159.12  E71    42   19.92    5.05   7.93   13  12.411 -0.587   1
2021  347    17.47   159.12  E71    42   19.92    5.05   7.93   14  12.763 -0.587   1
2021  347    17.38   159.12  E71    42   19.92    5.05   7.93   15  11.271 -0.587   1
2021  347    16.10   248.43  E71    44   24.91   12.01   0.64    1   8.552  1.106   2
2021  347    16.20   248.43  E71    44   24.91   12.01   0.64    2  12.805  1.106   2
2021  347    16.27   248.43  E71    44   24.91   12.01   0.64    3  11.529  1.106   2
2021  347    16.08   248.43  E71    44   24.91   12.01   0.64    4  11.770  1.106   2
2021  347    16.14   248.43  E71    44   24.91   12.01   0.64    5   9.792  1.106   2
2021  347    16.25   248.43  E71    44   24.91   12.01   0.64   12  10.730  1.106   2
2021  347    16.20   248.43  E71    44   24.91   12.01   0.64   13  12.859  1.106   2
2021  347    16.21   248.43  E71    44   24.91   12.01   0.64   14  10.275  1.106   2
2021  347    14.88   159.34  E77    43   19.97    5.00  16.01    1   7.588 -0.596   1
2021  347    16.93   159.34  E77    43   19.97    5.00  16.01    2  15.628 -0.596   1
2021  347    16.95   159.34  E77    43   19.97    5.00  16.01    3  14.144 -0.596   1
2021  347    16.87   159.34  E77    43   19.97    5.00  16.01    4  14.799 -0.596   1
2021  347    16.59   159.34  E77    43   19.97    5.00  16.01    5   9.313 -0.596   1
2021  347    16.84   159.34  E77    43   19.97    5.00  16.01   12  12.964 -0.596   1
2021  347    16.97   159.34  E77    43   19.97    5.00  16.01   13  16.041 -0.596   1
2021  347    16.86   159.34  E77    43   19.97    5.00  16.01   14  13.994 -0.596   1
2021  347    17.13   159.34  E77    43   19.97    5.00  16.01   15  11.295 -0.596   1
2021  347    15.73   250.78  E77    30   24.88   16.03   8.85    2   9.025  1.230   2
2021  347    15.54   250.78  E77    30   24.88   16.03   8.85    4   8.650  1.230   2
2021  347    15.67   250.78  E77    30   24.88   16.03   8.85   11   9.056  1.230   2
2021  347    15.72   250.78  E77    30   24.88   16.03   8.85   13   9.317  1.230   2
2021  347    15.53   250.78  E77    30   24.88   16.03   8.85   15   9.001  1.230   2
2021  347    15.10   161.24  E79    42   19.95    5.12  10.72    1   7.710  0.592   1
2021  347    15.07   161.24  E79    42   19.95    5.12  10.72    2  15.191  0.592   1
2021  347    15.14   161.24  E79    42   19.95    5.12  10.72    3  15.181  0.592   1
2021  347    15.06   161.24  E79    42   19.95    5.12  10.72    4  15.636  0.592   1
2021  347    14.75   161.24  E79    42   19.95    5.12  10.72    5  11.979  0.592   1
2021  347    15.02   161.24  E79    42   19.95    5.12  10.72   12  14.632  0.592   1
2021  347    15.11   161.24  E79    42   19.95    5.12  10.72   13  14.430  0.592   1
2021  347    15.06   161.24  E79    42   19.95    5.12  10.72   14  15.708  0.592   1
2021  347    15.17   161.24  E79    42   19.95    5.12  10.72   15  12.731  0.592   1
2021  347    16.49   319.36  E79    44   24.90   12.09   0.49   12   9.189  1.137   2
2021  347    16.85   251.57  E79    45   24.94   12.02   3.87    1   9.403 -1.137   2
2021  347    16.77   251.57  E79    45   24.94   12.02   3.87    2   9.388 -1.137   2
2021  347    16.77   251.57  E79    45   24.94   12.02   3.87   12   8.796 -1.137   2
2021  347    16.92   251.57  E79    45   24.94   12.02   3.87   13   8.798 -1.137   2
2021  347    16.41   251.57  E79    45   24.94   12.02   3.87   15  10.157 -1.137   2
2021  347    18.55   256.94  E82    46   24.92   12.10  17.28    1   8.882  1.138   2
2021  347    18.55   256.94  E82    46   24.92   12.10  17.28    2  12.344  1.138   2
2021  347    18.58   256.94  E82    46   24.92   12.10  17.28    3  12.550  1.138   2
2021  347    18.52   256.94  E82    46   24.92   12.10  17.28    4  15.297  1.138   2
2021  347    18.46   256.94  E82    46   24.92   12.10  17.28    5   7.490  1.138   2
2021  347    18.55   256.94  E82    46   24.92   12.10  17.28   12  11.702  1.138   2
2021  347    18.54   256.94  E82    46   24.92   12.10  17.28   13  12.775  1.138   2
2021  347    18.50   256.94  E82    46   24.92   12.10  17.28   14  13.906  1.138   2
2021  347    18.90   256.94  E82    46   24.92   12.10  17.28   15   9.644  1.138   2
2021  347    17.11   293.70  E83    44   24.96   12.09  20.30   12  10.690  1.088   2
2021  347    17.28   293.70  E83    44   24.96   12.09  20.30   14   8.712  1.088   2
2021  347    16.51   189.09  E84    34   24.94   12.07   9.61    2  10.674 -0.841   2
2021  347    16.56   189.09  E84    34   24.94   12.07   9.61    3  12.053 -0.841   2
2021  347    16.53   189.09  E84    34   24.94   12.07   9.61    4  12.405 -0.841   2
2021  347    16.45   189.09  E84    34   24.94   12.07   9.61    5  10.341 -0.841   2
2021  347    16.53   189.09  E84    34   24.94   12.07   9.61   12  10.043 -0.841   2
2021  347    16.36   189.09  E84    34   24.94   12.07   9.61   13  10.237 -0.841   2
2021  347    16.37   189.09  E84    34   24.94   12.07   9.61   14  11.750 -0.841   2
2021  347    15.99   132.16  E85    23   12.39    5.08   9.26    2   7.567  0.459   1
2021  347    15.86   132.16  E85    23   12.39    5.08   9.26    3   7.342  0.459   1
2021  347    15.82   132.16  E85    23   12.39    5.08   9.26    4   7.716  0.459   1
2021  347    16.35   215.40  E85    36   24.88   12.03   2.88    1   7.364 -0.903   2
