outdectrhtime   outdectrh
345.0138   -0.0650
345.0138   0.8324
345.0138   -0.1350
345.0138   0.1250
345.0138   0.8424
345.0317   0.6325
345.0317   0.6325
345.0317   0.6025
345.0317   0.2650
345.0317   0.3850
345.0317   0.3850
345.0554   1.5285
345.0554   1.5885
345.0554   1.6485
345.0554   1.2985
345.0554   1.4324
345.0554   1.5424
345.0554   1.3624
345.0554   1.7524
345.0571   1.4885
345.0571   1.5285
345.0571   1.3424
345.0571   1.3924
345.0612   0.6185
345.0612   0.6385
345.0612   0.5024
345.0612   0.4924
345.0638   1.7125
345.0638   1.4425
345.0638   1.6125
345.0692   1.5885
345.0692   0.8385
345.0692   0.8424
345.0692   1.4524
345.0742   0.6385
345.0742   0.6385
345.0742   0.6385
345.0742   0.7085
345.0742   0.4824
345.0742   0.5024
345.0742   0.3524
345.0742   0.4324
345.0750   0.1785
345.0750   0.0424
345.0904   0.8185
345.0904   0.6824
345.1146   0.4485
345.1250   2.1025
345.1250   2.1125
345.1250   2.2025
345.1250   2.1525
345.1250   1.8550
345.1250   2.0350
345.1250   1.9450
345.1342   1.9185
345.1342   0.0385
345.1342   1.7924
345.1354   1.6585
345.1354   1.7085
345.1354   1.6285
345.1354   1.7185
345.1354   1.5524
345.1354   1.5224
345.1354   1.4924
345.1463   1.1125
345.1463   1.1125
345.1463   2.1125
345.1463   0.8550
345.1463   0.8550
345.1463   1.8950
345.1708   2.2785
345.1708   2.2085
345.1708   2.2285
345.1708   2.1785
345.1708   2.1185
345.1708   2.0724
345.1708   2.0824
345.1708   1.8924
345.1846   2.1825
345.1846   2.1225
345.1846   1.8750
345.1846   1.9650
345.1925   0.9325
345.1925   0.7150
345.1933   2.3085
345.1933   2.1785
345.1933   2.0985
345.1933   2.0324
345.1933   2.0324
345.1933   1.9624
345.1942   -0.2515
345.1942   1.1885
345.1942   -0.2576
345.2050   0.6385
345.2050   0.6385
345.2050   0.6385
345.2050   0.7185
345.2050   0.5124
345.2050   0.5024
345.2050   0.1524
345.2108   0.9124
345.2171   0.6725
345.2171   0.7025
345.2171   0.5950
345.2171   0.4450
345.2333   0.2924
345.2333   0.4324
345.2371   0.2785
345.2371   -0.0115
345.2371   0.1085
345.2371   -0.1476
345.2371   -0.1476
345.2371   -0.0176
345.2638   1.2225
345.2638   1.0225
345.2638   0.7925
345.2638   0.9425
345.2638   1.1625
345.2638   0.9550
345.2638   0.7950
345.2638   0.4650
345.2696   0.6625
345.2696   0.8425
345.2696   0.5950
345.2696   0.5650
345.2829   -0.5576
345.2829   -0.3276
345.2829   -0.4576
345.2829   -0.0876
345.2946   -0.4475
345.2946   -0.5975
345.2962   -1.1015
345.2962   -1.1115
345.2962   -1.1015
345.2962   -1.0615
345.2962   -1.1615
345.2962   -1.2176
345.2962   -1.2576
345.2962   -1.0876
345.2962   -1.1976
345.2979   -0.7076
345.2983   0.2625
345.2983   0.0450
345.3062   -0.6576
345.3133   -1.3215
345.3133   -0.0715
345.3133   -1.2515
345.3133   -0.2215
345.3133   -1.1815
345.3133   -1.2515
345.3133   -0.3576
345.3133   -1.1976
345.3133   -0.3576
345.3133   -1.3876
345.3133   -1.3876
345.3142   -0.5575
345.3142   -0.7275
345.3142   -0.9750
345.3183   -0.8575
345.3183   -0.8575
345.3183   -1.1150
345.3183   -1.1150
345.3263   -0.4315
345.3263   -0.3515
345.3263   -0.6276
345.3263   -0.5676
345.3354   -0.6676
345.3408   -1.2176
345.3458   -0.5475
345.3458   -0.4275
345.3458   -0.4675
345.3458   -0.5075
345.3458   -0.6850
345.3458   -0.7750
345.3458   -0.7250
345.3471   -1.4976
345.3471   -1.0276
345.3625   -1.8215
345.3625   -1.6715
345.3625   -1.6315
345.3625   -1.8176
345.3625   -1.8176
345.3625   -1.7676
345.3708   -1.2575
345.3708   -1.3175
345.3708   -1.3575
345.3708   -1.3550
345.3708   -1.6050
345.3708   -1.5450
345.3725   -1.5715
345.3813   -1.2315
345.3813   -1.2015
345.3813   -1.2115
345.3813   -1.3315
345.3813   -1.3276
345.3813   -1.3376
345.3863   -1.2676
345.3917   -1.4276
345.4046   -1.5615
345.4046   -1.4615
345.4046   -1.4815
345.4046   -1.6176
345.4046   -1.7476
345.4079   -1.2675
345.4079   -1.2375
345.4079   -1.2775
345.4079   -1.1275
345.4079   -1.5350
345.4079   -1.5350
345.4079   -1.3350
345.4079   -1.5050
345.4079   -1.3950
345.4092   -1.4615
345.4092   -1.4715
345.4092   -1.5615
345.4092   -1.5615
345.4092   -1.5115
345.4092   -1.7176
345.4092   -1.5976
345.4092   -1.6976
345.4158   -1.3176
345.4158   -1.3176
345.4167   -1.6415
345.4167   -1.7215
345.4167   -1.6115
345.4167   -1.5415
345.4167   -1.6376
345.4167   -1.6676
345.4167   -1.7076
345.4175   -1.4276
345.4258   -1.8315
345.4258   -1.6915
345.4258   -1.6415
345.4258   -1.9676
345.4258   -1.7676
345.4317   -1.7315
345.4317   -1.7615
345.4317   -1.8876
345.4317   -2.0176
345.4467   -0.8015
345.4467   -0.8315
345.4467   -0.9676
345.4467   -0.9376
345.4533   -1.3875
345.4533   -0.5775
345.4533   -0.5375
345.4533   -0.8350
345.4533   -0.7550
345.4575   -1.5515
345.4575   -1.6915
345.4696   -2.0215
345.4696   -1.3815
345.4696   -1.5915
345.4696   -1.5415
345.4696   -1.6676
345.4696   -1.7276
345.4696   -1.6676
345.4708   -1.5515
345.4708   -1.5615
345.4708   -1.5215
345.4708   -1.5015
345.4708   -1.4615
345.4708   -1.6676
345.4708   -1.6976
345.4708   -1.6376
345.4717   -0.2776
345.5063   -1.2715
345.5063   -1.2115
345.5063   -1.1715
345.5063   -1.3976
345.5063   -1.7376
345.5150   0.5124
345.5179   0.4985
345.5179   0.5085
345.5179   0.2324
345.5179   0.3624
345.5358   -0.6915
345.5358   0.7285
345.5358   0.7385
345.5358   0.5824
345.5358   0.6024
345.5429   -0.4715
345.5446   0.7485
345.5446   0.8885
345.5446   0.7485
345.5446   0.6785
345.5446   0.7324
345.5446   0.7624
345.5446   0.6124
345.5446   0.9924
345.5788   0.8025
345.5788   0.6225
345.5788   0.3750
345.5788   0.5850
345.5833   0.3385
345.5833   0.3385
345.5833   0.1924
345.5833   0.1924
345.6104   1.2825
345.6104   1.1625
345.6104   1.2125
345.6104   0.9050
345.6104   1.0650
345.6104   0.9450
345.6104   1.2250
345.6175   1.9885
345.6175   2.0485
345.6175   1.9124
345.6175   2.0124
345.6292   1.4325
345.6408   1.3285
345.6408   0.4485
345.6408   0.3124
345.6408   1.2024
345.6429   2.0985
345.6429   2.1185
345.6429   2.0585
345.6429   2.0085
345.6429   1.9624
345.6429   1.9624
345.6429   1.9224
345.6529   1.8224
345.6667   2.0925
345.6667   2.0225
345.6667   1.7750
345.6667   1.9550
345.6683   1.8985
345.6683   1.8085
345.6683   1.6124
345.6683   1.6124
345.6683   1.6724
345.6708   1.7585
345.6708   1.0185
345.6708   0.8824
345.6708   1.4824
345.6883   2.0485
345.6883   1.9585
345.6883   1.9024
345.6883   1.9024
345.6883   1.8324
345.6888   1.9185
345.6888   1.9485
345.6888   2.0285
345.6888   1.8285
345.6888   1.7924
345.6888   1.7824
345.6888   1.7424
345.6888   2.1424
345.6896   1.9325
345.6896   1.9025
345.6896   1.6550
345.6896   1.7150
345.6996   1.8485
345.6996   2.0285
345.6996   1.8924
345.6996   1.7224
345.7133   1.3485
345.7133   1.3485
345.7133   1.2124
345.7133   1.2124
345.7133   1.2124
345.7163   1.3885
345.7163   1.3624
345.7163   1.2224
345.7163   1.2824
345.7196   1.5225
345.7196   1.5125
345.7196   1.2650
345.7196   1.2650
345.7275   1.2224
345.7275   0.8524
345.7417   1.7985
345.7417   1.9085
345.7417   1.9485
345.7417   1.8124
345.7417   1.7724
345.7442   1.0025
345.7442   1.0125
345.7442   1.0525
345.7442   0.7550
345.7442   0.9050
345.7442   0.7950
345.7575   0.3085
345.7575   0.3585
345.7575   0.2224
345.7575   0.1824
345.7579   0.1585
345.7579   0.0585
345.7579   0.0285
345.7579   0.0985
345.7579   -0.0976
345.7579   0.0324
345.7579   -0.4776
345.7600   1.5585
345.7600   1.4885
345.7600   1.5385
345.7600   1.4785
345.7600   1.3324
345.7600   1.4324
345.7600   1.2524
345.7600   1.6424
345.7779   1.1925
345.7779   1.1925
345.7779   1.3225
345.7779   1.0950
345.8008   -0.3615
345.8008   -0.5076
345.8008   -0.3676
345.8008   -0.3976
345.8138   -0.6015
345.8138   -0.6415
345.8138   -0.7115
345.8138   -0.6615
345.8138   -0.7976
345.8138   -0.7276
345.8138   -0.8476
345.8150   -0.4176
345.8150   -0.3476
345.8167   0.3885
345.8167   0.3785
345.8167   0.2424
345.8167   0.2424
345.8167   0.2424
345.8250   -0.2875
345.8250   -0.3575
345.8250   -0.5350
345.8250   -0.5350
345.8250   -0.5850
345.8333   -0.7615
345.8333   -0.9315
345.8333   -0.9276
345.8333   -0.8876
345.8375   -0.2715
345.8375   0.1385
345.8375   0.1785
345.8375   0.1485
345.8375   0.0685
345.8375   0.0324
345.8375   0.1524
345.8375   0.0124
345.8671   -0.9276
345.8696   -0.8776
345.8696   -0.9676
345.8696   -0.9376
345.8696   -0.8976
345.8879   -0.4475
345.8879   -2.2375
345.8879   -0.5375
345.8879   -0.7850
345.8879   -0.6650
345.8938   -1.1315
345.8938   -1.2115
345.8938   -1.1815
345.8938   -1.1615
345.8938   -1.2615
345.8938   -1.3376
345.8938   -1.3476
345.8938   -1.4476
345.9029   -1.0815
345.9029   -1.2215
345.9029   -1.1515
345.9029   -1.3676
345.9029   -1.3676
345.9029   -1.2876
345.9137   -0.9675
345.9137   -0.8075
345.9217   -1.1215
345.9217   -1.1315
345.9217   -1.2115
345.9217   -1.1415
345.9217   -1.1176
345.9217   -1.2776
345.9217   -1.2676
345.9258   -1.9675
345.9258   -2.2550
345.9258   -2.2550
345.9329   -1.0215
345.9329   -1.1715
345.9329   -1.3176
345.9329   -1.3176
345.9500   -1.7075
345.9500   -0.6275
345.9500   -0.6275
345.9500   -0.5775
345.9500   -0.8750
345.9500   -0.8750
345.9500   -0.8050
345.9521   -1.2115
345.9521   -1.2115
345.9521   -1.3476
345.9521   -1.3476
345.9563   -0.8575
345.9563   -0.7875
345.9563   -0.8675
345.9563   -0.8075
345.9563   -1.1150
345.9563   -1.1250
345.9563   -1.0150
345.9563   -1.1950
345.9563   -1.0750
345.9575   -0.8315
345.9575   -0.7515
345.9575   -0.8276
345.9575   -0.9676
345.9575   -0.8776
345.9842   -0.3615
345.9842   -0.2915
345.9842   -0.3415
345.9842   -0.2615
345.9842   -0.2015
345.9842   -0.3676
345.9842   -0.3576
345.9842   -0.2676
345.9842   -0.3976
346.0079   -0.0176
346.0100   -1.5275
346.0100   0.2225
346.0100   -1.2575
346.0100   0.1925
346.0100   -0.0550
346.0100   0.1850
346.0150   -0.8015
346.0150   -0.8315
346.0150   -0.9676
346.0150   -0.9376
346.0225   0.2485
346.0225   0.2585
346.0225   0.1224
346.0225   0.0824
346.0288   -0.1975
346.0288   -0.1975
346.0288   -0.2575
346.0288   -0.4450
346.0288   -0.4450
346.0288   -0.4750
346.0325   -0.6615
346.0325   -0.6815
346.0325   -0.6215
346.0325   -0.5715
346.0325   -0.8376
346.0325   -0.7976
346.0325   -0.9076
346.0508   0.6685
346.0542   0.7385
346.0542   0.7385
346.0542   0.5924
346.0542   0.4524
346.0542   0.6024
346.0654   -0.2615
346.0654   -0.1215
346.0654   -0.1115
346.0654   -0.2015
346.0654   -0.3376
346.0654   -0.2476
346.0721   -0.1015
346.0721   -0.2476
346.0729   0.7485
346.0729   0.8885
346.0729   0.7524
346.0729   0.6224
346.0742   -0.4576
346.0979   0.2385
346.0979   0.2685
346.0979   0.0985
346.0979   0.1685
346.0979   0.1124
346.0979   0.1024
346.0979   -0.0376
346.0979   0.0424
346.1004   1.4385
346.1004   1.4985
346.1004   1.3424
346.1004   1.4524
346.1004   1.2724
346.1117   -0.5315
346.1117   1.1985
346.1117   -0.6776
346.1117   0.9124
346.1183   0.7285
346.1183   0.7285
346.1183   0.4524
346.1183   0.4524
346.1275   1.8824
346.1433   1.3425
346.1433   1.4725
346.1433   1.2550
346.1454   1.9185
346.1454   0.7185
346.1454   0.4424
346.1454   1.6324
346.1500   1.0285
346.1500   0.9885
346.1500   1.1085
346.1500   1.1285
346.1500   1.0585
346.1500   0.9524
346.1500   0.8624
346.1500   0.8424
346.1500   0.6424
346.1517   1.6985
346.1517   1.7485
346.1517   1.7685
346.1517   1.6485
346.1517   1.5924
346.1517   1.7524
346.1517   1.6324
346.1517   1.7024
346.1737   1.4424
346.1737   1.3324
346.1737   1.4224
346.1737   1.3924
346.1892   -0.2675
346.1892   -0.2675
346.1892   1.3025
346.1892   1.0850
346.1904   1.5085
346.1904   1.5885
346.1904   1.6285
346.1904   1.4424
346.1904   1.4424
346.1904   1.4924
346.1913   0.7385
346.1913   0.4524
346.1958   1.9125
346.1958   1.8925
346.1958   1.6450
346.1958   1.6950
346.2221   1.5424
346.2221   1.6524
346.2221   1.5124
346.2221   1.9124
346.2262   1.2785
346.2262   1.2285
346.2262   1.0924
346.2262   1.1424
346.2304   1.4624
346.2342   -0.4315
346.2342   -0.4315
346.2342   0.7224
346.2354   0.6985
346.2354   0.9885
346.2354   0.9985
346.2354   0.8324
346.2354   0.7124
346.2354   0.7124
346.2354   0.6524
346.2646   1.5185
346.2646   0.4885
346.2646   0.3524
346.2646   1.2424
346.2854   0.1085
346.2854   0.2585
346.2954   1.1725
346.2954   0.1824
346.2954   0.9550
346.2962   -0.8475
346.2962   1.2225
346.2962   1.0925
346.2962   1.1425
346.2962   1.4925
346.2962   -1.2050
346.2962   0.9550
346.2962   1.0050
346.2962   1.0050
346.2962   0.6650
346.3104   0.8185
346.3104   0.6724
346.3158   0.0025
346.3158   0.0025
346.3158   -0.2550
346.3158   -0.2550
346.3263   -0.8215
346.3263   -0.8515
346.3263   -0.9876
346.3263   -0.9476
346.3271   -0.2775
346.3271   -0.5350
346.3329   0.3424
346.3338   0.4485
346.3338   0.1924
346.3338   0.1624
346.3371   -1.0215
346.3371   -1.0315
346.3371   -0.8815
346.3371   -0.9815
346.3371   -0.9315
346.3371   -1.1376
346.3371   -1.1776
346.3371   -1.0076
346.3371   -1.1176
346.3371   -1.4976
346.3379   -0.6476
346.3596   -1.2015
346.3596   -1.2015
346.3596   -1.1315
346.3596   -1.3476
346.3596   -1.1976
346.3596   -1.2676
346.3667   -1.2375
346.3667   -1.3575
346.3704   -2.2815
346.3704   -0.4415
346.3704   -0.3615
346.3704   -0.4115
346.3704   -0.3515
346.3704   -0.5076
346.3704   -0.5776
346.3704   -0.5576
346.3779   -1.3575
346.3779   -0.8775
346.3779   -1.5675
346.3779   -0.8675
346.3779   -1.1150
346.3779   -1.1050
346.3804   -1.1715
346.3804   -1.1215
346.3842   -0.5015
346.3842   -0.4615
346.3842   -0.4615
346.3842   -0.5215
346.3842   -0.6476
346.3842   -0.5976
346.3888   -1.2276
346.3888   -1.2276
346.4146   -1.5676
346.4158   -0.8915
346.4158   -1.0115
346.4158   -0.9715
346.4158   -1.0115
346.4158   -1.1476
346.4158   -1.1376
346.4175   -1.1015
346.4175   -1.1015
346.4229   -1.2615
346.4229   -1.2615
346.4229   -1.1915
346.4229   -1.4076
346.4229   -1.2676
346.4229   -1.3276
346.4254   -1.1575
346.4254   -1.0575
346.4254   -1.1175
346.4254   -1.0775
346.4254   -1.4250
346.4254   -1.3750
346.4254   -1.2850
346.4254   -1.3350
346.4254   -1.3450
346.4292   -1.3776
346.4292   -1.2376
346.4392   -1.6015
346.4392   -1.1615
346.4392   -1.1615
346.4392   -1.2615
346.4392   -1.2115
346.4392   -1.3076
346.4392   -1.2976
346.4392   -1.3976
346.4392   -0.8976
346.4504   -1.3875
346.4504   -1.0675
346.4504   -1.0375
346.4504   -1.1950
346.4504   -1.3150
346.4504   -1.2650
346.4521   -1.4315
346.4521   -1.2815
346.4521   -1.3376
346.4521   -1.3976
346.4521   -1.2476
346.4521   -1.5476
346.4521   -1.3476
346.4521   -1.5676
346.4538   -1.2015
346.4538   -1.3415
346.4667   -1.5215
346.4667   -1.4415
346.4667   -1.4415
346.4667   -1.5415
346.4667   -1.6676
346.4667   -1.7276
346.4667   -1.7276
346.4667   -1.6676
346.4692   -1.1376
346.4692   -1.1376
346.4850   -1.5115
346.4850   -1.4815
346.4850   -1.3115
346.4850   -1.4215
346.4850   -1.3815
346.4850   -1.6276
346.4850   -1.5976
346.4850   -1.6076
346.4850   -1.5676
346.4962   -0.8515
346.4962   -0.8615
346.4962   -0.9615
346.4962   -0.9115
346.4962   -1.0176
346.4962   -0.9876
346.4962   -1.0976
346.4962   -0.5876
346.5079   -0.8875
346.5079   -0.7675
346.5079   -1.1075
346.5079   -1.3550
346.5079   -0.9950
346.5329   0.4485
346.5329   -0.1215
346.5329   -0.1515
346.5329   -0.2676
346.5329   -0.2876
346.5346   -0.1015
346.5346   -0.3276
346.5346   -0.2376
346.5400   -1.0415
346.5804   -0.5015
346.5804   -0.5015
346.5804   -0.6476
346.5804   -0.6476
346.5813   0.8585
346.5813   0.7185
346.5813   0.7885
346.5813   0.7024
346.5813   0.5824
346.5813   0.9624
346.5875   0.1825
346.5875   0.0325
346.5875   -0.2150
346.5875   -0.1650
346.6012   -0.5215
346.6012   -0.6576
346.6212   0.1585
346.6212   1.4385
346.6212   0.1985
346.6212   1.2524
346.6212   1.3024
346.6250   1.6525
346.6467   1.0525
346.6467   1.0625
346.6467   1.1025
346.6467   0.8225
346.6467   0.8050
346.6467   0.9550
346.6467   0.8450
346.6467   1.1150
346.6479   0.8085
346.6479   0.6585
346.6479   0.5224
346.6479   0.6724
346.6500   0.6185
346.6500   1.6585
346.6500   1.6824
346.6654   0.8585
346.6654   0.9985
346.6654   1.0085
346.6654   0.7124
346.6654   0.8524
346.6654   0.8724
346.6792   2.1085
346.6792   2.1285
346.6792   2.0685
346.6792   1.8685
346.6792   1.9724
346.6792   1.9724
346.6792   1.9324
346.6854   1.0585
346.6854   0.8924
346.6854   1.0324
346.6854   1.0724
346.6933   2.0125
346.6933   2.1025
346.6933   1.8550
346.6933   1.9250
346.7042   1.5985
346.7042   1.5285
346.7042   1.3924
346.7042   1.6124
346.7158   1.6785
346.7158   1.7385
346.7158   1.6485
346.7158   1.7385
346.7158   1.5824
346.7158   1.5424
346.7158   1.3724
346.7158   1.3124
346.7254   1.8885
346.7254   1.8385
346.7254   1.7024
346.7333   1.6724
346.7333   1.7524
346.7346   1.5585
346.7346   0.9585
346.7346   0.2724
346.7346   1.5624
346.7396   1.7424
346.7429   1.9885
346.7429   2.1685
346.7429   1.8924
346.7429   2.0024
346.7629   1.5225
346.7629   1.4925
346.7629   1.5525
346.7629   1.2350
346.7629   1.2950
346.7629   1.1750
346.7629   1.4550
346.7679   0.9985
346.7679   0.8285
346.7679   0.6924
346.7679   1.0124
346.7750   1.9125
346.7750   1.9525
346.7750   1.7250
346.7804   1.8285
346.7804   1.8785
346.7804   1.7985
346.7804   1.7385
346.7804   1.7224
346.7804   1.5424
346.7804   1.6624
346.7804   2.0524
346.7946   0.3924
346.7946   0.5424
346.7946   0.3924
346.7946   0.0324
346.7979   0.5885
346.7979   0.4424
346.7979   0.4424
346.7979   0.5924
346.8008   0.3485
346.8142   1.3885
346.8142   1.2485
346.8142   1.2685
346.8142   1.1024
346.8142   1.1024
346.8142   1.1424
346.8221   0.4625
346.8221   0.4325
346.8221   0.2150
346.8233   1.2585
346.8233   1.3485
346.8233   1.3885
346.8233   1.3285
346.8233   1.3324
346.8233   0.9824
346.8233   1.1024
346.8233   1.6424
346.8279   0.2624
346.8400   -0.1215
346.8400   -0.3376
346.8400   -0.2576
346.8642   -0.4476
346.8908   0.1725
346.8908   0.0325
346.8908   -0.2150
346.8908   -0.0550
346.9000   -1.0715
346.9000   -1.0015
346.9000   -1.2176
346.9000   -1.1376
346.9112   -0.7375
346.9112   -0.5575
346.9112   -0.9850
346.9154   -0.8476
346.9196   -0.6576
346.9217   -1.1715
346.9217   -1.1615
346.9217   -1.1315
346.9217   -1.3715
346.9217   -1.3176
346.9217   -1.3076
346.9217   -1.2676
346.9300   -0.7015
346.9300   -0.5615
346.9300   -0.7076
346.9325   -1.3115
346.9325   -1.1415
346.9325   -1.1315
346.9325   -1.2676
346.9325   -1.2676
346.9475   -2.4675
346.9475   -0.8675
346.9475   -0.8675
346.9475   -0.8275
346.9475   -1.1150
346.9475   -1.1150
346.9475   -0.9250
346.9550   -1.1115
346.9550   -1.2015
346.9550   -1.2576
346.9550   -1.2576
346.9550   -1.3276
346.9613   -1.0315
346.9613   -1.0415
346.9613   -1.1776
346.9613   -1.1676
346.9617   -1.0315
346.9617   -1.0315
346.9825   -0.7675
346.9825   -0.8775
346.9825   -1.1250
346.9825   -1.0250
346.9858   -0.7675
346.9858   -0.7975
346.9858   -0.9075
346.9858   -0.7975
346.9858   -1.1650
346.9858   -1.0250
346.9858   -1.1850
346.9858   -1.0750
347.0125   -0.9675
347.0125   -0.3975
347.0125   -0.9375
347.0125   -0.4775
347.0125   -1.0550
347.0125   -0.7350
347.0125   -0.6250
347.0204   -0.1076
347.0213   -1.7415
347.0213   -1.2315
347.0213   -1.0915
347.0213   -1.2276
347.0213   -1.2176
347.0258   -0.6775
347.0258   -0.7975
347.0258   -0.7575
347.0258   -1.0450
347.0258   -1.0450
347.0258   -0.9750
347.0267   -0.3715
347.0267   -0.2715
347.0267   -0.2015
347.0267   -0.3915
347.0267   -0.3315
347.0267   -0.3476
347.0267   -0.3976
347.0267   -0.3876
347.0354   -0.1115
347.0354   -0.1815
347.0354   -0.3176
347.0354   -0.3976
347.0512   -0.0215
347.0512   -0.1276
347.0546   -0.9815
347.0546   -0.8415
347.0546   -0.9415
347.0546   -1.0415
347.0546   -0.9976
347.0546   -1.1176
347.0546   -1.0776
347.0654   -0.8815
347.0654   -0.8115
347.0654   -0.8515
347.0654   -0.8415
347.0654   -0.8376
347.0654   -0.9476
347.0692   -0.8415
347.0692   -0.9776
347.0717   -0.0276
347.0779   0.0785
347.0779   0.1185
347.0779   -0.0176
347.0779   -0.0576
347.1050   -0.5175
347.1087   0.4585
347.1087   0.3185
347.1087   0.7485
347.1087   0.0324
347.1087   0.4724
347.1179   -0.0315
347.1179   -0.0315
347.1200   -0.1215
347.1200   -0.0815
347.1200   -0.0215
347.1200   -0.0615
347.1200   -0.1515
347.1200   -0.1776
347.1200   -0.2176
347.1200   -0.3476
347.1200   -0.5676
347.1354   1.3824
347.1404   0.6125
347.1404   0.6125
347.1404   0.7125
347.1404   0.3650
347.1404   0.3650
347.1404   0.4950
347.1508   1.0485
347.1508   1.2885
347.1508   1.1524
347.1612   0.3785
347.1612   0.2985
347.1612   0.1724
347.1612   0.3224
347.1612   -0.1876
347.1842   1.6885
347.1842   1.7585
347.1842   1.6685
347.1842   1.6085
347.1842   1.6024
347.1842   1.5524
347.1842   1.3824
347.1842   1.4824
347.1862   0.4525
347.1862   0.4525
347.1862   1.3025
347.1862   0.0850
347.1862   0.0850
347.1862   1.0850
347.1875   0.7085
347.1875   0.5685
347.1875   0.7085
347.1875   0.5624
347.1875   0.7224
347.1888   0.7385
347.2058   1.5625
347.2058   1.5625
347.2058   1.3050
347.2058   1.4650
347.2275   2.0324
347.2317   0.4085
347.2408   1.7085
347.2408   1.6385
347.2408   1.5024
347.2408   1.7224
347.2563   1.6824
347.2563   1.7724
347.2746   1.7485
347.2746   0.1485
347.2746   0.0124
347.2746   1.6224
347.2925   1.8825
347.2925   1.8825
347.2925   1.9225
347.2925   1.5150
347.2925   1.6350
347.2925   1.7050
347.3075   1.2485
347.3075   1.1024
347.3129   0.8525
347.3129   0.8525
347.3129   0.6050
347.3129   0.6050
347.3258   0.2824
347.3275   0.7125
347.3275   -0.1475
347.3275   0.6425
347.3275   0.3950
347.3275   0.3650
347.3304   1.3725
347.3304   1.3525
347.3304   1.2925
347.3304   1.6425
347.3304   1.0950
347.3304   1.1550
347.3304   1.0350
347.3304   0.9450
347.3350   0.2024
347.3375   -0.1415
347.3375   1.2285
347.3375   -0.0915
347.3375   1.1885
347.3375   1.0524
347.3375   -0.2776
347.3571   -0.3415
347.3571   -0.3415
347.3571   -0.3815
347.3571   -0.4876
347.3571   -0.3676
347.3687   -0.7415
347.3687   -0.9315
347.3687   -0.9276
347.3687   -0.8776
347.3687   -1.0676
347.3858   -0.1875
347.3858   -0.3175
347.3858   -0.3575
347.3863   -0.5176
347.3875   -0.2215
347.3875   0.4085
347.3875   0.4185
347.3875   0.1424
347.3875   0.2724
347.3933   -0.8315
347.3933   -0.9115
347.3933   -1.0476
347.3933   -0.9676
347.4004   0.0385
347.4004   0.0885
347.4004   0.0585
347.4004   -0.0215
347.4004   -0.0676
347.4004   -0.2376
347.4004   -0.2276
347.4117   -1.2976
347.4146   -0.0615
347.4146   -0.1376
347.4146   -0.3376
347.4200   -0.4215
347.4200   -0.3215
347.4413   -1.2376
347.4413   -1.0876
347.4467   -1.0775
347.4467   -1.1075
347.4467   -1.0375
347.4467   -1.1175
347.4467   -1.4275
347.4467   -1.4150
347.4467   -1.3250
347.4467   -1.3750
347.4467   -1.2650
347.4479   -1.3875
347.4479   -1.0675
347.4479   -1.0675
347.4479   -1.0375
347.4479   -1.1950
347.4479   -1.3150
347.4479   -1.1350
347.4500   -0.6815
347.4500   -0.8215
347.4554   -0.8015
347.4554   -0.8115
347.4554   -0.9015
347.4554   -0.8515
347.4554   -0.9676
347.4554   -0.9276
347.4554   -1.0476
347.4588   -1.3515
347.4588   -1.4815
347.4588   -1.6176
347.4588   -1.4876
347.4638   -1.0115
347.4638   -1.0915
347.4638   -1.1576
347.4642   -1.2376
347.4663   -1.4276
347.4958   -1.4315
347.4958   -1.4415
347.4958   -1.2615
347.4958   -1.3815
347.4958   -1.4815
347.4958   -1.1276
347.4958   -1.5476
347.4958   -1.1176
347.4958   -1.5776
347.4958   -1.2176
347.4958   -1.5176
347.5158   -1.0975
347.5158   -1.0975
347.5158   -1.1575
347.5158   -1.3250
347.5246   -0.9715
347.5246   -0.8315
347.5246   -0.9315
347.5246   -1.0215
347.5246   -0.9776
347.5300   -2.6215
347.5300   -0.8315
347.5300   -0.8915
347.5300   -0.9776
347.5300   -1.0276
347.5371   -1.6176
347.5412   -0.6615
347.5412   -1.0015
347.5412   -0.8515
347.5412   -0.8476
347.5412   -0.7976
347.5775   -1.2376
347.5954   -0.4675
347.5954   -0.4475
347.5954   -0.6950
347.5954   -0.6950
347.5983   0.2085
347.5983   0.2085
347.5983   0.0624
347.5983   0.0624
347.6167   0.7385
347.6167   0.6285
347.6167   0.6285
347.6167   0.6285
347.6167   0.4085
347.6167   0.4724
347.6167   0.4924
347.6421   1.1085
347.6421   1.1585
347.6421   1.2185
347.6421   1.0824
347.6421   1.1224
347.6458   1.1825
347.6458   -0.5975
347.6458   1.0925
347.6458   0.8450
347.6458   1.1150
347.6475   1.1985
347.6475   1.0685
347.6475   1.0524
347.6533   0.2050
347.6546   0.0285
347.6546   -0.0515
347.6546   -0.1876
347.6546   -0.2476
347.6625   0.0685
347.6625   0.1285
347.6625   0.2485
347.6625   -0.0176
347.6671   0.7525
347.6671   0.7725
347.6671   0.6925
347.6671   0.4125
347.6671   0.4050
347.6671   0.5350
347.6671   0.4250
347.6671   0.6950
347.6975   1.8725
347.6975   1.7325
347.6975   1.4850
347.6975   1.7750
347.7088   1.0985
347.7088   1.0585
347.7088   0.9224
347.7200   2.0785
347.7200   2.0785
347.7200   2.1085
347.7200   2.0485
347.7200   1.9885
347.7200   1.9524
347.7200   1.9424
347.7200   1.9024
347.7200   2.3024
347.7275   2.2625
